ticker,corp_name,매출액증가율(YoY),매출액증가율_순위,매출액증가율_하위(%),영업이익증가율(YoY),영업이익증가율_순위,영업이익증가율_하위(%)
192820,코스맥스,21.862,484.0,19.27,51.614,509.0,19.98
044820,코스맥스비티아이,-4.926,1811.0,72.23,-17.062,1375.0,54.03
222040,코스맥스엔비티,-4.689,1800.0,71.79,-17.303,1377.0,54.11
241710,코스메카코리아,11.389,774.0,30.85,22.803,754.0,29.61
005070,코스모신소재,-9.506,1982.0,79.05,-22.652,1448.0,56.9
005420,코스모화학,-6.221,1883.0,75.1,-166.573,2308.0,90.72
355150,코스텍시스,23.066,454.0,18.08,43.561,562.0,22.06
071950,코아스,5.702,1078.0,42.98,138.769,248.0,9.71
166480,코아스템켐온,-14.543,2137.0,85.24,11.911,899.0,35.31
045970,코아시아,-5.249,1829.0,72.94,55.397,484.0,18.99
196450,코아시아씨엠,-9.059,1973.0,78.69,-26.887,1529.0,60.09
384470,코어라인소프트,-4.18,1769.0,70.55,18.212,807.0,31.69
029960,코엔텍,2.213,1325.0,52.83,-11.325,1294.0,50.85
002020,코오롱,2.551,1306.0,52.08,-190.154,2340.0,91.98
138490,코오롱ENP,6.58,1017.0,40.54,,,
003070,코오롱글로벌,10.091,848.0,33.8,-844.226,2499.0,98.23
450140,코오롱모빌리티그룹,-6.033,1871.0,74.62,-57.114,1867.0,73.38
102940,코오롱생명과학,29.483,346.0,13.77,-8.345,1258.0,49.43
120110,코오롱인더,2.283,1321.0,52.67,-20.501,1419.0,55.76
950160,코오롱티슈진,31.017,329.0,13.09,2.675,1072.0,42.12
021240,코웨이,8.663,906.0,36.11,8.768,953.0,37.44
033290,코웰패션,0.072,1517.0,60.49,-3.909,1186.0,46.6
056360,코위버,-43.811,2433.0,97.05,193.29,181.0,7.08
282880,코윈테크,-27.256,2337.0,93.22,-84.21,2046.0,80.42
121850,코이즈,26.485,402.0,16.0,-22.637,1447.0,56.86
448710,코츠테크놀로지,26.668,397.0,15.8,7.705,972.0,38.18
126730,코칩,1.394,1404.0,55.99,-30.784,1587.0,62.37
015710,코콤,4.483,1165.0,46.45,95.051,342.0,13.41
052330,코텍,-5.845,1858.0,74.1,391.048,92.0,3.58
322780,코퍼스코리아,-5.058,1821.0,72.63,-1423.078,2517.0,98.94
036420,콘텐트리중앙,-11.437,2049.0,81.72,-30.291,1581.0,62.13
200130,콜마비앤에이치,6.227,1049.0,41.82,-18.617,1402.0,55.09
024720,콜마홀딩스,6.181,1051.0,41.9,125.94,270.0,10.58
294570,쿠콘,6.835,998.0,39.78,0.015,1121.0,44.04
192400,쿠쿠홀딩스,7.969,945.0,37.67,19.162,795.0,31.22
284740,쿠쿠홈시스,10.754,804.0,32.04,13.766,867.0,34.05
317690,퀀타매트릭스,-19.911,2251.0,89.78,-28.064,1545.0,60.72
227100,퀀텀온,-63.29,2472.0,98.6,413.814,83.0,3.22
432720,퀄리타스반도체,-43.62,2431.0,96.97,102.874,328.0,12.86
365270,큐라클,-84.141,2495.0,99.52,20.237,780.0,30.63
348080,큐라티스,-63.711,2474.0,98.68,16.464,838.0,32.91
060280,큐렉소,-23.807,2304.0,91.9,-612.708,2479.0,97.44
372320,큐로셀,0.0,1523.0,60.73,17.65,820.0,32.21
051780,큐로홀딩스,-23.409,2300.0,91.74,-487.171,2464.0,96.85
115180,큐리언트,1.639,1375.0,54.83,18.371,805.0,31.62
445680,큐리옥스바이오시스템즈,-32.415,2378.0,94.85,26.719,702.0,27.57
182360,큐브엔터,53.427,176.0,6.98,7.421,978.0,38.42
405100,큐알티,22.52,470.0,18.72,533.799,64.0,2.48
066310,큐에스아이,14.321,670.0,26.7,-127.917,2229.0,87.61
016600,큐캐피탈,,,,-73.038,1990.0,78.21
355390,크라우드웍스,-49.899,2451.0,97.77,556.622,62.0,2.4
264900,크라운제과,0.776,1458.0,58.14,-25.996,1509.0,59.3
005740,크라운해태홀딩스,1.097,1436.0,57.26,-4.864,1200.0,47.15
259960,크래프톤,41.83,239.0,9.5,53.961,496.0,19.47
096240,크레버스,-2.277,1657.0,66.08,-59.087,1880.0,73.89
040350,크레오에스지,-16.391,2185.0,87.15,51.377,510.0,20.02
110790,크리스에프앤씨,-9.743,1989.0,79.33,-73.674,1996.0,78.45
900250,크리스탈신소재,50.181,190.0,7.54,12.528,885.0,34.76
045520,크린앤사이언스,-8.512,1958.0,78.09,-190.496,2344.0,92.14
214150,클래시스,34.874,297.0,11.81,36.621,624.0,24.5
466100,클로봇,37.973,267.0,10.61,29.937,671.0,26.35
237880,클리오,6.286,1044.0,41.62,-27.232,1535.0,60.32
139670,키네마스터,-20.507,2259.0,90.1,-68.187,1957.0,76.92
020120,키다리스튜디오,19.978,521.0,20.75,-138.104,2253.0,88.56
039490,키움증권,18.183,577.0,22.98,94.496,345.0,13.53
054780,키이스트,45.788,217.0,8.62,-144.363,2266.0,89.07
256940,킵스파마,38.477,260.0,10.34,103.141,324.0,12.7
219130,타이거일렉,27.286,387.0,15.4,-37.682,1673.0,65.75
336680,탑런토탈솔루션,1.124,1430.0,57.02,-12.264,1308.0,51.4
360070,탑머티리얼,-13.191,2099.0,83.72,-152.288,2285.0,89.82
065130,탑엔지니어링,-15.006,2148.0,85.67,-134.094,2246.0,88.28
134580,탑코미디어,21.701,490.0,19.51,40.458,590.0,23.16
014580,태경비케이,4.906,1144.0,45.61,5.355,1014.0,39.83
015890,태경산업,2.998,1272.0,50.72,26.186,707.0,27.76
006890,태경케미컬,0.52,1481.0,59.06,-23.334,1462.0,57.45
023160,태광,-14.502,2136.0,85.2,-30.925,1591.0,62.52
003240,태광산업,-6.34,1888.0,75.3,-72.663,1989.0,78.18
011280,태림포장,-0.587,1567.0,62.49,-174.787,2320.0,91.19
323280,태성,77.607,113.0,4.47,-980.501,2506.0,98.51
053620,태양,-3.043,1713.0,68.32,-66.865,1946.0,76.48
004100,태양금속공업,0.462,1489.0,59.38,-27.568,1538.0,60.44
009410,태영건설,-19.886,2250.0,89.74,-105.103,2148.0,84.43
044490,태웅,-12.943,2091.0,83.4,-42.277,1714.0,67.36
124560,태웅로직스,35.504,289.0,11.49,13.284,873.0,34.29
001420,태원물산,25.6,409.0,16.28,10.275,928.0,36.45
191420,테고사이언스,-13.038,2093.0,83.48,87.743,358.0,14.04
073640,테라사이언스,-25.149,2315.0,92.34,173.274,209.0,8.18
066700,테라젠이텍스,15.316,647.0,25.78,11.764,902.0,35.43
095610,테스,63.387,143.0,5.67,-756.339,2491.0,97.92
055490,테이팩스,-6.778,1901.0,75.82,-78.424,2021.0,79.43
064520,테크엘,15.384,645.0,25.7,-91.737,2088.0,82.07
089030,테크윙,38.848,256.0,10.18,640.743,52.0,2.01
054450,텔레칩스,-2.344,1660.0,66.2,-70.947,1979.0,77.78
078000,텔코웨어,10.373,827.0,32.96,10.916,913.0,35.86
200230,텔콘RF제약,4.291,1180.0,47.05,-107.308,2163.0,85.02
214420,토니모리,17.145,601.0,23.94,25.841,716.0,28.12
393210,토마토시스템,-18.63,2226.0,88.79,-220.564,2368.0,93.08
475960,토모큐브,58.48,161.0,6.38,30.397,669.0,26.27
215480,토박스코리아,-8.166,1944.0,77.53,-60.268,1891.0,74.32
051360,토비스,39.426,253.0,10.06,127.52,268.0,10.5
045340,토탈소프트,29.001,358.0,14.25,43.343,565.0,22.18
108230,톱텍,-21.279,2271.0,90.58,-81.887,2039.0,80.14
079970,투비소프트,-12.285,2076.0,82.8,730.057,47.0,1.81
199800,툴젠,-19.254,2238.0,89.27,27.569,697.0,27.37
417790,트루엔,13.623,695.0,27.69,35.733,627.0,24.62
290090,트윔,-15.107,2152.0,85.83,-70.057,1975.0,77.62
026150,특수건설,-8.732,1964.0,78.33,251.393,138.0,5.39
464280,티디에스팜,-8.421,1953.0,77.89,-25.651,1503.0,59.06
117730,티로보틱스,-9.01,1972.0,78.65,-14.714,1336.0,52.5
033830,티비씨,-7.406,1922.0,76.66,-64.801,1931.0,75.89
084870,티비에이치글로벌,-9.456,1979.0,78.93,-57.248,1868.0,73.42
057680,티사이언티픽,60.695,151.0,5.99,75.291,405.0,15.89
204610,티쓰리,16.392,615.0,24.5,39.199,603.0,23.67
064760,티씨케이,21.651,491.0,19.55,21.056,769.0,30.2
246710,티앤알바이오팹,-6.26,1885.0,75.18,4.52,1034.0,40.62
340570,티앤엘,51.472,183.0,7.26,84.691,367.0,14.39
043220,티에스넥스젠,-19.04,2236.0,89.19,232.123,146.0,5.7
277880,티에스아이,4.159,1191.0,47.49,684.455,49.0,1.89
131290,티에스이,39.698,250.0,9.94,-1776.336,2522.0,99.13
019180,티에이치엔,11.049,783.0,31.21,-28.096,1546.0,60.76
425420,티에프이,-8.339,1948.0,77.69,-52.396,1812.0,71.22
131100,티엔엔터테인먼트,-4.883,1810.0,72.19,-28.291,1549.0,60.87
356860,티엘비,5.075,1129.0,45.01,10.279,927.0,36.41
363280,티와이홀딩스,-2.446,1669.0,66.56,-76.463,2009.0,78.96
321550,티움바이오,38.65,259.0,10.3,-32.814,1619.0,63.63
091810,티웨이항공,13.94,683.0,27.21,-108.802,2171.0,85.33
004870,티웨이홀딩스,-32.56,2381.0,94.97,73.634,411.0,16.12
425040,티이엠씨,54.512,170.0,6.74,-6.715,1236.0,48.56
241790,티이엠씨씨엔에스,37.905,268.0,10.65,-55.534,1850.0,72.71
069260,티케이지휴켐스,12.876,728.0,29.01,-33.348,1624.0,63.82
104480,티케이케미칼,-10.438,2020.0,80.57,-63.115,1910.0,75.07
081150,티플랙스,-17.352,2203.0,87.87,-412.857,2446.0,96.15
130740,티피씨글로벌,1.165,1425.0,56.82,-68.009,1955.0,76.84
084730,팅크웨어,16.289,618.0,24.62,-26.529,1522.0,59.81
440110,파두,93.596,92.0,3.63,62.283,451.0,17.7
034230,파라다이스,7.836,949.0,37.83,-6.665,1234.0,48.49
033540,파라텍,27.29,386.0,15.36,-123.188,2217.0,87.14
388870,파로스아이바이오,,,,24.558,736.0,28.9
043200,파루,-5.011,1816.0,72.43,-111.063,2181.0,85.73
214450,파마리서치,34.138,302.0,12.01,36.629,623.0,24.46
208340,파멥신,5083.24,2.0,0.04,-36.265,1658.0,65.16
005690,파미셀,15.338,646.0,25.74,259.232,135.0,5.27
177830,파버나인,10.06,849.0,33.84,380.328,96.0,3.74
037070,파세코,6.924,996.0,39.7,1257.724,23.0,0.87
150900,파수,8.063,937.0,37.35,2.236,1083.0,42.55
037030,파워넷,73.51,119.0,4.71,86.549,362.0,14.2
047310,파워로직스,-5.139,1824.0,72.75,-84.457,2049.0,80.53
368770,파이버프로,69.932,125.0,4.95,175.422,205.0,8.02
170790,파이오링크,-1.223,1597.0,63.69,-71.213,1980.0,77.82
049120,파인디앤씨,49.501,194.0,7.7,-92.263,2092.0,82.23
038950,파인디지털,-19.293,2239.0,89.31,593.483,56.0,2.16
387570,파인메딕스,-1.908,1639.0,65.36,-103.342,2139.0,84.07
441270,파인엠텍,0.563,1478.0,58.94,-138.902,2254.0,88.6
106240,파인테크닉스,-3.034,1712.0,68.28,-239.123,2377.0,93.43
131760,파인텍,58.686,160.0,6.34,-144.229,2265.0,89.03
065690,파커스,0.115,1514.0,60.38,-85.024,2056.0,80.81
140860,파크시스템스,20.892,502.0,19.99,39.802,594.0,23.32
091700,파트론,26.784,394.0,15.68,48.047,533.0,20.92
032800,판타지오,87.748,96.0,3.79,-68.656,1963.0,77.15
318010,팜스빌,-21.827,2279.0,90.9,-115.804,2193.0,86.2
036580,팜스코,-15.093,2150.0,85.75,71.342,419.0,16.44
027710,팜스토리,-3.089,1715.0,68.4,55.375,485.0,19.03
004720,팜젠사이언스,2.703,1299.0,51.8,16.616,836.0,32.84
225590,패션플랫폼,-1.322,1603.0,63.93,-79.561,2029.0,79.75
054300,팬스타엔터프라이즈,-9.004,1971.0,78.61,-82.474,2041.0,80.22
068050,팬엔터테인먼트,-71.983,2487.0,99.2,-97.054,2116.0,83.17
028670,팬오션,18.35,570.0,22.71,22.114,759.0,29.81
222110,팬젠,100.58,83.0,3.27,-124.143,2219.0,87.22
271830,팸텍,-53.866,2456.0,97.96,-134.418,2247.0,88.32
010820,퍼스텍,19.74,528.0,21.03,73.374,412.0,16.16
016800,퍼시스,6.283,1045.0,41.66,-39.049,1687.0,66.3
263750,펄어비스,2.669,1300.0,51.84,-24.816,1487.0,58.43
251970,펌텍코리아,18.631,551.0,21.95,37.146,619.0,24.3
001020,페이퍼코리아,-19.854,2249.0,89.7,-93.46,2098.0,82.46
168360,펨트론,-22.67,2291.0,91.38,-144.939,2270.0,89.23
087010,펩트론,-5.677,1848.0,73.7,4.054,1045.0,41.05
090080,평화산업,4.315,1177.0,46.93,41.496,580.0,22.77
010770,평화홀딩스,4.785,1151.0,45.89,71.795,417.0,16.36
064800,포니링크,-14.225,2122.0,84.64,180.338,199.0,7.79
119500,포메탈,-8.364,1950.0,77.77,-30.256,1580.0,62.09
389140,포바이포,-1.41,1611.0,64.25,-14.563,1334.0,52.42
105760,포스뱅크,-2.777,1689.0,67.36,-64.617,1930.0,75.86
022100,포스코DX,-0.847,1577.0,62.89,-1.422,1141.0,44.83
058430,포스코스틸리온,4.43,1169.0,46.61,69.505,422.0,16.56
009520,포스코엠텍,1.528,1385.0,55.23,-68.296,1960.0,77.03
047050,포스코인터내셔널,-2.39,1663.0,66.32,-3.971,1188.0,46.68
003670,포스코퓨처엠,-22.268,2286.0,91.18,-97.99,2120.0,83.33
189690,포시에스,-5.852,1859.0,74.14,-12.428,1311.0,51.51
318020,포인트모바일,-3.413,1732.0,69.07,-130.351,2237.0,87.93
256630,포인트엔지니어링,18.588,555.0,22.11,-85.428,2059.0,80.93
331380,포커스에이아이,-2.143,1651.0,65.84,-292.277,2411.0,94.77
208710,포톤,9.911,853.0,34.0,4.706,1031.0,40.5
472850,폰드그룹,,,,6089.52,2.0,0.04
039980,폴라리스AI,-10.712,2031.0,81.01,-189.874,2338.0,91.9
041910,폴라리스AI파마,-7.183,1916.0,76.42,-96.707,2112.0,83.01
234100,폴라리스세원,27.623,380.0,15.12,-84.337,2048.0,80.5
041020,폴라리스오피스,,,,-23.138,1456.0,57.22
114630,폴라리스우노,2.664,1301.0,51.88,-57.604,1871.0,73.54
290720,푸드나무,-19.439,2242.0,89.43,62.85,448.0,17.58
005670,푸드웰,19.478,532.0,21.19,68.057,426.0,16.71
094940,푸른기술,7.684,961.0,38.31,23.269,751.0,29.49
057880,푸른소나무,80.833,106.0,4.19,-85.359,2058.0,80.89
007330,푸른저축은행,,,,-24.174,1476.0,58.0
017810,풀무원,7.357,975.0,38.87,48.157,531.0,20.84
093380,풍강,-4.413,1787.0,71.27,-78.063,2018.0,79.32
023900,풍국주정,-7.206,1918.0,76.5,7.13,986.0,38.73
103140,풍산,10.403,825.0,32.88,41.609,578.0,22.69
005810,풍산홀딩스,10.49,816.0,32.52,54.413,493.0,19.35
371950,풍원정밀,14.422,667.0,26.58,-16.798,1370.0,53.83
370090,퓨런티어,-45.558,2442.0,97.41,-152.366,2286.0,89.85
445180,퓨릿,1.725,1366.0,54.47,8.734,954.0,37.48
151910,퓨처코어,24.277,431.0,17.16,-172.098,2315.0,90.99
220100,퓨쳐켐,23.806,441.0,17.56,12.554,884.0,34.72
035200,프럼파스트,0.605,1474.0,58.78,12.578,883.0,34.68
334970,프레스티지바이오로직스,25.359,411.0,16.36,51.231,515.0,20.21
950210,프레스티지바이오파마,325.77,21.0,0.8,-10.465,1280.0,50.29
321260,프로이천,7.988,944.0,37.63,-19.872,1413.0,55.52
053610,프로텍,9.11,889.0,35.43,-22.886,1451.0,57.02
303360,프로티아,27.792,378.0,15.04,815.255,40.0,1.53
377220,프롬바이오,0.686,1470.0,58.62,57.388,477.0,18.72
335810,프리시젼바이오,-6.165,1878.0,74.9,11.549,906.0,35.59
053160,프리엠스,-22.875,2293.0,91.46,,,
405000,플라즈맵,-21.507,2274.0,90.7,-14.162,1330.0,52.26
041590,플래스크,-37.767,2414.0,96.29,-51.459,1809.0,71.1
367000,플래티어,-10.494,2021.0,80.61,53.584,497.0,19.5
075130,플랜티넷,10.918,794.0,31.64,68.327,424.0,16.63
009810,플레이그램,25.149,413.0,16.44,96.759,340.0,13.33
237820,플레이디,3.646,1231.0,49.08,58.111,474.0,18.6
023770,플레이위드,13.152,716.0,28.53,28.361,686.0,26.94
019570,플루토스,48.733,202.0,8.02,-112.354,2183.0,85.8
300080,플리토,14.297,672.0,26.78,-92.219,2091.0,82.19
033790,피노,340.306,18.0,0.68,-100.358,2130.0,83.72
032580,피델릭스,-15.106,2151.0,85.79,-737.729,2490.0,97.88
051380,피씨디렉트,9.524,866.0,34.52,-43.616,1723.0,67.72
241820,피씨엘,-85.217,2497.0,99.6,68.053,427.0,16.75
237750,피앤씨테크,67.935,127.0,5.03,-34.017,1630.0,64.06
460940,피앤에스미캐닉스,18.237,573.0,22.83,22.505,756.0,29.69
319660,피에스케이,13.126,718.0,28.61,55.075,488.0,19.15
031980,피에스케이홀딩스,127.529,58.0,2.27,228.07,151.0,5.9
002230,피에스텍,15.734,629.0,25.06,302.764,120.0,4.68
043370,피에이치에이,1.609,1378.0,54.95,6.595,999.0,39.24
239890,피엔에이치테크,-16.397,2186.0,87.19,-61.03,1896.0,74.52
347740,피엔케이피부임상연구센타,20.24,517.0,20.59,87.261,360.0,14.12
137400,피엔티,89.779,94.0,3.71,112.194,303.0,11.88
257370,피엔티엠에스,4.745,1154.0,46.01,-211.076,2363.0,92.88
147760,피엠티,-26.177,2330.0,92.94,148.756,237.0,9.28
128660,피제이메탈,10.96,793.0,31.6,74.544,408.0,16.0
006140,피제이전자,1.471,1394.0,55.59,45.433,549.0,21.55
376180,피코그램,16.007,624.0,24.86,85.921,363.0,14.24
304840,피플바이오,-16.2,2178.0,86.87,-24.569,1484.0,58.32
087600,픽셀플러스,5.548,1093.0,43.58,-113.475,2185.0,85.88
291810,핀텔,-16.545,2191.0,87.39,-42.902,1720.0,67.6
378340,필에너지,45.083,222.0,8.82,-7.252,1246.0,48.96
161580,필옵틱스,36.964,276.0,10.97,34.395,641.0,25.17
347770,핌스,-28.783,2351.0,93.77,-287.58,2407.0,94.61
163730,핑거,-13.859,2117.0,84.44,-112.818,2184.0,85.84
417180,핑거스토리,-0.405,1557.0,62.09,9.017,947.0,37.2
086790,하나금융지주,,,,3.447,1059.0,41.6
299030,하나기술,-21.45,2273.0,90.66,318.013,115.0,4.48
067310,하나마이크론,29.208,357.0,14.21,84.429,372.0,14.59
166090,하나머티리얼즈,7.736,956.0,38.11,5.157,1018.0,39.99
293480,하나제약,0.393,1495.0,59.62,-6.945,1244.0,48.88
039130,하나투어,49.803,192.0,7.62,49.551,523.0,20.53
136480,하림,-8.89,1968.0,78.49,-29.506,1570.0,61.7
003380,하림지주,1.746,1364.0,54.39,34.876,636.0,24.97
450330,하스,0.783,1456.0,58.06,-23.286,1460.0,57.37
101670,하이드로리튬,-62.964,2471.0,98.56,-125.528,2222.0,87.34
365590,하이딥,-43.817,2434.0,97.09,5.874,1008.0,39.6
149980,하이로닉,-6.235,1884.0,75.14,-190.265,2342.0,92.06
013030,하이록코리아,0.886,1448.0,57.74,-3.393,1176.0,46.21
352820,하이브,3.561,1239.0,49.4,-37.748,1675.0,65.83
126700,하이비젼시스템,-10.414,2018.0,80.49,-47.298,1766.0,69.41
071090,하이스틸,-4.049,1764.0,70.35,-73.075,1991.0,78.25
160190,하이젠알앤엠,-1.762,1627.0,64.88,-108.515,2169.0,85.25
221840,하이즈항공,7.158,985.0,39.27,-50.835,1803.0,70.86
106190,하이텍팜,0.965,1444.0,57.58,54.206,494.0,19.39
000080,하이트진로,3.135,1260.0,50.24,67.965,429.0,16.83
000140,하이트진로홀딩스,3.119,1263.0,50.36,60.636,458.0,17.97
065650,하이퍼코퍼레이션,36.326,283.0,11.25,219.544,157.0,6.13
066130,하츠,20.648,507.0,20.19,70.533,420.0,16.48
004590,한국가구,25.035,416.0,16.56,43.421,564.0,22.14
036460,한국가스공사,-13.842,2116.0,84.4,93.339,347.0,13.61
039340,한국경제TV,,,,-77.972,2017.0,79.28
005430,한국공항,15.019,655.0,26.1,32.502,655.0,25.72
071050,한국금융지주,1.344,1408.0,56.15,46.236,546.0,21.43
034950,한국기업평가,8.853,903.0,35.99,26.475,705.0,27.68
010040,한국내화,1.019,1440.0,57.42,-213.899,2365.0,92.96
025540,한국단자공업,16.412,614.0,24.46,53.307,499.0,19.58
222980,한국맥널티,13.306,705.0,28.09,-113.648,2186.0,85.92
010100,한국무브넥스,3.747,1219.0,48.6,-26.398,1515.0,59.54
256840,한국비엔씨,10.164,842.0,33.56,77.072,402.0,15.77
219750,한국비티비,-4.138,1767.0,70.47,-26.29,1512.0,59.42
004090,한국석유공업,6.175,1053.0,41.98,-8.358,1259.0,49.47
025550,한국선재,-10.062,2004.0,79.93,17.732,818.0,32.13
002200,한국수출포장공업,-3.376,1730.0,68.99,-102.561,2135.0,83.92
002960,한국쉘석유,2.085,1335.0,53.23,8.65,959.0,37.67
017890,한국알콜,-3.938,1755.0,69.99,25.378,728.0,28.59
000240,한국앤컴퍼니,27.653,379.0,15.08,63.027,447.0,17.54
080720,한국유니온제약,-18.821,2233.0,89.07,157.028,226.0,8.85
123890,한국자산신탁,-12.593,2083.0,83.08,-55.645,1853.0,72.83
015760,한국전력공사,5.871,1070.0,42.66,-284.178,2405.0,94.53
041460,한국전자인증,-3.272,1723.0,68.72,50.444,520.0,20.41
006200,한국전자홀딩스,10.306,830.0,33.08,-83.282,2042.0,80.26
101680,한국정밀기계,45.677,218.0,8.66,-129.546,2232.0,87.73
039740,한국정보공학,67.955,126.0,4.99,923.612,33.0,1.26
053300,한국정보인증,32.178,316.0,12.57,35.02,634.0,24.89
025770,한국정보통신,9.081,891.0,35.51,9.664,936.0,36.77
027970,한국제지,11.244,777.0,30.97,43.085,569.0,22.34
023350,한국종합기술,5.835,1073.0,42.78,-77.4,2012.0,79.08
025890,한국주강,-12.13,2070.0,82.56,-55.559,1851.0,72.75
000970,한국주철관공업,-8.088,1942.0,77.45,-24.226,1477.0,58.04
104700,한국철강,-33.708,2391.0,95.37,-97.905,2119.0,83.29
062970,한국첨단소재,-54.87,2458.0,98.04,58.662,471.0,18.48
017960,한국카본,24.785,421.0,16.76,176.005,204.0,7.98
023760,한국캐피탈,,,,17.93,813.0,31.93
054040,한국컴퓨터,13.257,708.0,28.21,-48.919,1779.0,69.92
161890,한국콜마,13.749,691.0,27.53,42.387,573.0,22.49
021650,한국큐빅,0.02,1522.0,60.69,7.394,980.0,38.5
161390,한국타이어앤테크놀로지,5.284,1117.0,44.53,32.706,653.0,25.64
034830,한국토지신탁,-12.495,2079.0,82.92,8.67,958.0,37.63
007280,한국특강,-7.42,1923.0,76.7,-77.572,2015.0,79.2
032300,한국파마,-2.358,1661.0,66.24,-2.918,1167.0,45.85
037230,한국팩키지,-1.082,1591.0,63.45,-20.545,1421.0,55.84
047810,한국항공우주,-4.86,1808.0,72.11,-2.744,1162.0,45.65
123690,한국화장품,17.881,583.0,23.22,21.553,766.0,30.08
003350,한국화장품제조,53.167,178.0,7.06,194.144,180.0,7.04
030520,한글과컴퓨터,12.421,740.0,29.49,18.368,806.0,31.66
052600,한네트,4.034,1201.0,47.89,26.177,708.0,27.8
011500,한농화성,16.515,612.0,24.38,-350.691,2433.0,95.64
002390,한독,-2.943,1701.0,67.84,-95.719,2109.0,82.89
256150,한독크린텍,4.877,1146.0,45.69,-32.876,1621.0,63.7
092460,한라IMS,32.037,318.0,12.65,197.527,174.0,6.8
053690,한미글로벌,2.872,1288.0,51.36,14.464,859.0,33.74
042700,한미반도체,251.501,29.0,1.12,638.736,53.0,2.04
008930,한미사이언스,2.847,1289.0,51.4,-20.568,1422.0,55.88
128940,한미약품,0.309,1503.0,59.94,-2.041,1149.0,45.14
452190,한빛레이저,-18.229,2220.0,88.55,-497.318,2467.0,96.97
047080,한빛소프트,28.425,365.0,14.53,-78.428,2022.0,79.47
009240,한샘,-2.977,1704.0,67.96,1504.293,19.0,0.71
452280,한선엔지니어링,1.651,1373.0,54.75,-20.501,1419.0,55.76
020000,한섬,-2.838,1693.0,67.52,-36.833,1663.0,65.36
003680,한성기업,3.707,1227.0,48.92,34.0,642.0,25.21
066980,한성크린텍,-50.215,2452.0,97.81,-3826.31,2537.0,99.72
105630,한세실업,5.211,1119.0,44.61,-15.472,1350.0,53.05
069640,한세엠케이,-19.097,2237.0,89.23,412.329,85.0,3.3
016450,한세예스24홀딩스,1.802,1354.0,53.99,-19.758,1409.0,55.37
009180,한솔로지스틱스,-5.438,1836.0,73.22,-36.103,1654.0,65.0
114810,한솔아이원스,26.793,393.0,15.64,180.714,198.0,7.75
070590,한솔인티큐브,17.046,605.0,24.1,-50.532,1797.0,70.63
213500,한솔제지,0.989,1442.0,57.5,-53.451,1825.0,71.73
014680,한솔케미칼,0.609,1473.0,58.74,3.771,1053.0,41.37
004710,한솔테크닉스,-7.922,1938.0,77.29,-31.842,1603.0,63.0
010420,한솔피엔에스,0.629,1472.0,58.7,-282.894,2404.0,94.49
004150,한솔홀딩스,78.645,111.0,4.39,87.054,361.0,14.16
025750,한솔홈데코,10.354,829.0,33.04,214.627,164.0,6.41
226440,한송네오텍,-7.485,1924.0,76.74,-58.454,1875.0,73.69
042520,한스바이오메드,3.98,1206.0,48.08,-115.057,2190.0,86.08
004960,한신공영,13.861,687.0,27.37,152.485,230.0,9.01
011700,한신기계공업,2.988,1276.0,50.88,-106.26,2159.0,84.86
430690,한싹,-14.844,2144.0,85.51,-203.216,2358.0,92.69
078350,한양디지텍,24.294,430.0,17.12,83.502,376.0,14.75
045100,한양이엔지,15.604,637.0,25.38,1.272,1099.0,43.18
001750,한양증권,-16.588,2192.0,87.43,17.614,822.0,32.28
018880,한온시스템,5.011,1135.0,45.25,-66.311,1940.0,76.25
009420,한올바이오파마,2.99,1275.0,50.84,-89.578,2080.0,81.75
320000,한울반도체,-40.796,2423.0,96.65,-1221.737,2512.0,98.74
091440,한울소재과학,-53.883,2457.0,98.0,219.411,158.0,6.17
276730,한울앤제주,-15.891,2169.0,86.51,-53.726,1830.0,71.92
014130,한익스프레스,6.566,1018.0,40.58,-61.368,1898.0,74.6
024740,한일단조,-21.77,2277.0,90.82,-45.354,1747.0,68.66
005860,한일사료,8.576,911.0,36.31,109.12,312.0,12.23
300720,한일시멘트,-3.214,1721.0,68.64,10.09,931.0,36.57
002220,한일철강,-4.815,1804.0,71.95,-86.276,2065.0,81.16
006390,한일현대시멘트,1.723,1367.0,54.51,64.757,441.0,17.3
003300,한일홀딩스,-4.838,1806.0,72.03,6.597,998.0,39.21
007770,한일화학,2.744,1297.0,51.72,-30.14,1579.0,62.05
051600,한전KPS,1.515,1389.0,55.39,5.077,1021.0,40.11
052690,한전기술,1.517,1388.0,55.35,91.882,355.0,13.92
130660,한전산업,1.174,1423.0,56.74,-38.0,1678.0,65.95
198940,한주라이트메탈,13.477,701.0,27.93,-36.217,1656.0,65.08
058450,한주에이알티,35.84,286.0,11.37,122.195,279.0,10.93
107640,한중엔시에스,45.83,216.0,8.58,-175.552,2324.0,91.35
002320,한진,7.407,971.0,38.71,-18.313,1396.0,54.86
003480,한진중공업홀딩스,,,,16.508,837.0,32.87
180640,한진칼,5.959,1065.0,42.46,14.821,855.0,33.58
005110,한창,-86.282,2498.0,99.64,12.399,887.0,34.84
079170,한창산업,41.357,243.0,9.66,458.962,75.0,2.91
009460,한창제지,6.602,1015.0,40.46,-109.957,2176.0,85.53
372910,한컴라이프케어,-7.096,1910.0,76.18,308.762,119.0,4.64
054920,한컴위드,10.667,807.0,32.16,77.529,398.0,15.61
457370,한켐,36.215,284.0,11.29,30.192,670.0,26.31
